429127,0.27
322658,0.54
244653,0.39
303335,0.45
111808,0.55
64271,0.55
216844,0.62
122029,0.14
31709,0.47
209983,0.05
123988,0.35
382489,0.74
189552,0.40
379943,0.88
367856,0.56
347958,0.54
413848,0.46
45098,0.04
331619,0.03
342310,0.04
239975,0.03
33175,0.63
218661,0.31
296237,0.03
73451,0.05
183177,0.04
421704,0.69
360744,0.05
284955,0.71
180082,0.14
233849,0.36
209573,0.68
126731,0.17
324024,0.06
64356,0.88
315077,0.03
405865,0.33
69088,0.41
138244,0.56
78681,0.06
276457,0.86
45494,0.72
305594,0.19
243680,0.04
263975,0.51
212877,0.03
6494,0.56
257889,0.09
196549,0.03
404962,0.23
161195,0.29
286638,0.76
355209,0.03
34231,0.70
302093,0.04
275739,0.50
423125,0.03
357648,0.21
336156,0.09
117257,0.75
122416,0.32
29242,0.12
6361,0.86
197906,0.04
297723,0.31
256277,0.59
107740,0.78
415988,0.81
60446,0.06
403306,0.52
280324,0.80
307387,0.04
385870,0.04
265950,0.06
209835,0.03
81218,0.46
172943,0.83
419053,0.77
363177,0.04
15075,0.56
223281,0.06
312781,0.84
304124,0.16
138318,0.19
116992,0.09
342654,0.07
348998,0.72
292670,0.83
324614,0.90
57485,0.62
218792,0.81
399404,0.12
50777,0.66
251010,0.07
39415,0.60
187754,0.51
188603,0.20
247632,0.60
1387,0.83
149260,0.09
39218,0.08
98418,0.49
409006,0.44
235824,0.06
228392,0.12
312100,0.05
272870,0.11
106990,0.32
84610,0.03
3431,0.58
328801,0.04
305563,0.51
224835,0.24
60521,0.13
378924,0.48
193168,0.79
294278,0.05
406060,0.50
140127,0.34
155970,0.61
254529,0.87
129637,0.03
271938,0.53
426124,0.06
319988,0.06
356723,0.65
80465,0.54
222655,0.02
297057,0.73
414079,0.42
60888,0.28
374830,0.04
100739,0.12
244482,0.11
235595,0.04
4540,0.79
395049,0.62
74868,0.59
26605,0.03
428939,0.02
56549,0.23
257714,0.31
365000,0.72
46845,0.17
171162,0.54
327452,0.03
60496,0.51
187946,0.64
183628,0.03
124693,0.04
208292,0.04
257273,0.50
268393,0.42
40780,0.08
88612,0.67
175434,0.27
210447,0.23
2054,0.76
279281,0.05
85797,0.04
162797,0.66
138042,0.03
87929,0.28
222177,0.03
294351,0.47
155965,0.51
126458,0.25
39059,0.64
70259,0.04
355569,0.68
363266,0.57
342547,0.56
78130,0.09
394585,0.45
311284,0.56
128073,0.69
101722,0.42
245449,0.19
296628,0.03
145800,0.63
359888,0.20
170834,0.06
182628,0.03
43350,0.56
138236,0.04
63156,0.05
89915,0.70
60954,0.05
112256,0.03
216341,0.89
176004,0.17
206427,0.68
95475,0.08
326573,0.06
106096,0.69
162990,0.10
83289,0.03
427560,0.56
114987,0.30
45682,0.45
424227,0.04
102023,0.07
59789,0.15
24988,0.10
9367,0.03
153161,0.27
268434,0.04
166069,0.19
127119,0.42
353053,0.03
333754,0.78
416794,0.03
37611,0.17
257557,0.12
276968,0.53
357273,0.25
241095,0.02
5715,0.26
42585,0.44
215948,0.52
399680,0.05
155728,0.04
374689,0.34
353097,0.38
426733,0.37
275341,0.39
187799,0.81
319253,0.02
341429,0.03
314848,0.03
361272,0.03
145420,0.41
202799,0.04
123144,0.03
188016,0.54
227324,0.03
311303,0.06
126369,0.48
410555,0.13
47282,0.62
363622,0.03
169350,0.51
48780,0.16
384353,0.76
418325,0.03
183993,0.02
386812,0.66
18436,0.03
409688,0.91
151368,0.05
18181,0.39
397095,0.38
281585,0.10
350602,0.03
198470,0.04
31655,0.46
12987,0.69
396425,0.10
109125,0.59
355761,0.03
431310,0.20
127564,0.40
4332,0.39
302530,0.65
364281,0.53
105261,0.81
434135,0.06
312512,0.48
420958,0.03
44538,0.15
229684,0.03
327255,0.82
219358,0.77
59966,0.29
349468,0.68
201315,0.04
416398,0.04
110980,0.53
176619,0.51
135136,0.78
383302,0.31
268289,0.30
139657,0.30
328946,0.35
361386,0.18
367361,0.84
271693,0.10
428504,0.62
245657,0.55
288580,0.03
128908,0.64
351073,0.24
238337,0.11
294605,0.14
378324,0.52
247224,0.02
152263,0.23
246498,0.12
157097,0.57
344279,0.04
64433,0.41
429364,0.03
49015,0.42
168705,0.03
45762,0.03
300708,0.04
301374,0.03
162649,0.26
20513,0.03
209421,0.03
235230,0.50
61698,0.03
210150,0.06
414222,0.35
406048,0.03
203820,0.80
320804,0.22
229354,0.19
400812,0.90
220262,0.03
346592,0.62
122059,0.61
420462,0.59
293418,0.03
274556,0.03
39752,0.03
146553,0.17
93518,0.03
87350,0.72
339476,0.25
404713,0.15
361340,0.04
414626,0.36
156346,0.14
323787,0.42
307339,0.20
102677,0.05
149869,0.49
212420,0.04
106581,0.58
206119,0.75
271305,0.04
260133,0.11
172970,0.04
428547,0.04
150623,0.67
146585,0.03
43746,0.11
185211,0.03
95617,0.88
384791,0.19
431898,0.05
396024,0.09
176534,0.65
331898,0.76
289721,0.14
170840,0.04
299943,0.05
128484,0.60
271477,0.80
101976,0.18
66016,0.60
138459,0.41
208660,0.13
304936,0.66
56133,0.04
267778,0.50
392348,0.72
308933,0.55
40473,0.30
405488,0.56
225056,0.47
191205,0.09
172865,0.70
117535,0.02
52574,0.03
210055,0.72
342306,0.37
246174,0.02
162573,0.03
211855,0.52
27153,0.12
22895,0.10
216857,0.72
243722,0.25
47972,0.84
197410,0.18
91132,0.03
218660,0.51
342252,0.33
406440,0.05
209901,0.03
389785,0.33
434368,0.21
263863,0.53
149306,0.53
391111,0.37
175771,0.03
101208,0.04
221313,0.41
71268,0.35
174365,0.47
381323,0.55
351296,0.39
359217,0.26
109939,0.08
157363,0.03
148400,0.03
104295,0.06
390548,0.25
397323,0.04
202853,0.65
260186,0.70
92056,0.84
141483,0.26
241329,0.86
165975,0.27
8969,0.50
69479,0.02
59498,0.54
148106,0.04
147076,0.19
373005,0.08
234615,0.75
295308,0.03
43501,0.18
329382,0.11
187492,0.04
119629,0.82
284773,0.03
67750,0.05
158749,0.03
79571,0.47
187952,0.64
10601,0.65
218713,0.56
364368,0.46
339118,0.04
359681,0.06
333305,0.14
253473,0.03
66389,0.10
267644,0.16
139455,0.63
100374,0.08
277975,0.03
183480,0.06
322172,0.52
187258,0.03
430642,0.29
328539,0.60
358184,0.80
83134,0.10
273161,0.84
404959,0.76
347026,0.29
112125,0.03
321498,0.62
291815,0.84
201501,0.71
251436,0.03
14349,0.66
2704,0.07
192119,0.03
363154,0.65
12304,0.03
311242,0.03
197954,0.58
225495,0.80
278251,0.66
199483,0.49
160514,0.59
304895,0.02
298285,0.03
39070,0.27
213368,0.05
361084,0.54
209939,0.25
256619,0.07
385511,0.63
114448,0.45
218250,0.11
241426,0.79
357947,0.32
309131,0.59
95112,0.47
146816,0.75
236967,0.71
409854,0.74
152218,0.44
12723,0.44
126187,0.50
313475,0.82
290677,0.70
249922,0.03
220046,0.22
69683,0.10
381629,0.32
57808,0.03
392025,0.71
335478,0.41
57680,0.46
84839,0.50
410982,0.04
398283,0.42
384996,0.74
380935,0.10
91528,0.54
257708,0.22
300899,0.03
414272,0.08
412688,0.74
41626,0.59
408468,0.46
354314,0.03
373510,0.09
351114,0.62
21360,0.74
341356,0.47
83226,0.52
88162,0.06
431856,0.63
87095,0.12
117119,0.05
410334,0.31
7112,0.88
427309,0.34
217055,0.66
32949,0.04
171990,0.60
314651,0.51
394988,0.60
254402,0.16
67693,0.08
386674,0.25
122404,0.03
250101,0.05
367601,0.22
305281,0.24
306489,0.28
329113,0.16
413947,0.78
29873,0.51
252285,0.04
248872,0.35
133357,0.76
143238,0.31
274762,0.78
374698,0.56
2574,0.04
416312,0.18
38785,0.08
124105,0.46
83293,0.03
184721,0.03
116921,0.05
198474,0.09
19171,0.25
26585,0.79
238591,0.21
366643,0.15
418082,0.67
22459,0.30
318681,0.34
209556,0.03
394890,0.46
289938,0.39
79449,0.20
212091,0.45
273174,0.22
427688,0.43
247645,0.71
176517,0.55
200380,0.03
97573,0.13
197967,0.03
4027,0.67
317320,0.03
4582,0.02
18659,0.32
431527,0.20
394577,0.03
36552,0.22
2677,0.16
206125,0.41
70619,0.06
302273,0.88
313160,0.45
431271,0.26
249946,0.36
401821,0.21
36138,0.79
299822,0.04
206516,0.58
81382,0.09
413924,0.03
368566,0.08
203054,0.91
227925,0.08
28428,0.66
334640,0.37
196241,0.46
91006,0.53
91311,0.43
283549,0.12
276500,0.75
171870,0.25
96770,0.72
338400,0.04
313191,0.82
170433,0.06
364146,0.68
330508,0.09
187485,0.25
33788,0.88
266865,0.66
429051,0.04
53448,0.13
211263,0.07
26080,0.04
367592,0.86
266236,0.13
429598,0.74
62521,0.37
291794,0.34
311478,0.25
432003,0.35
187520,0.27
308997,0.63
144448,0.56
428596,0.66
97558,0.03
353907,0.20
406486,0.52
43343,0.10
221526,0.38
87102,0.03
76655,0.67
172278,0.77
284545,0.74
126069,0.17
174525,0.08
278771,0.57
181438,0.37
319412,0.23
307389,0.07
371462,0.03
39964,0.65
111230,0.03
427397,0.04
171983,0.20
86725,0.21
250006,0.71
414002,0.03
158698,0.28
107314,0.17
82582,0.03
275099,0.43
72488,0.38
226824,0.25
184857,0.45
94173,0.65
283750,0.42
263897,0.13
289168,0.04
229611,0.03
177351,0.73
292268,0.02
414167,0.19
344905,0.03
191985,0.10
86441,0.58
157055,0.75
320898,0.62
372244,0.04
102353,0.05
239317,0.65
92526,0.68
32932,0.60
229407,0.06
182850,0.69
324965,0.53
211373,0.85
118653,0.22
303473,0.64
118612,0.34
125598,0.31
327945,0.65
429516,0.44
339510,0.08
260951,0.63
280804,0.32
58081,0.03
53702,0.86
42667,0.12
321646,0.53
87171,0.65
408418,0.12
221803,0.10
310367,0.17
86099,0.16
148625,0.10
145490,0.74
137829,0.53
47665,0.47
378185,0.47
236658,0.63
33014,0.03
152223,0.73
18195,0.03
339400,0.30
76714,0.60
57715,0.62
224759,0.03
227628,0.58
15634,0.47
63866,0.36
85649,0.29
212230,0.65
348525,0.63
88851,0.22
273436,0.17
306841,0.38
7357,0.03
354274,0.82
393055,0.03
241895,0.05
217706,0.47
60163,0.05
357681,0.15
232408,0.76
59030,0.04
340042,0.11
170086,0.39
196515,0.86
319391,0.83
41462,0.71
285513,0.06
42306,0.50
